src_lead_id,system_id,src_branch_id,brand_id,product_of_interest,brand,branch_name,region,site_group,enterprise_ad_category,enterprise_ad_sub_category,entp_customer_id,entp_entity_id,match_type,Customer_Name,Customer_Email,Customer_Email_Normalized,Customer_Phone,Customer_Address_1,Customer_City,Customer_State,Customer_Zip_Postal,Customer_Country,customer_mapping,customer_count,Lead_Created_Date,First_Set_Date,First_Appointment_Date,First_Meet_Date,First_Booked_Date,Cancel_Date,Install_Date,Raw_Leads,Opps,Speed_2_Meet,Meets,Jobs_Sold_Gross,Bookings_Gross,Financed_Amount,Finance_Turndown,Finance_Turndown_Amount,Jobs_Cancelled,Bookings_Cancel,Installed_Jobs,Revenue,appt_statuses,appt_ids,setby_user_ids,meet_appt_statuses,meet_appt_ids,contract_ids,sales_rep_ids,product_ids,finance_plan_ids,cancel_reasons,cancel_contract_ids,cancel_finance_plan_ids,cancel_product_ids,job_ids,rev_contract_ids,rev_product_ids,installer_ids
82116,TBA_LeadPerfection,CLE,TBA,WIT,The Bath Authority,Cleveland,None,2021,Internet,Estimate Request,6.11127E+16,fffd06b167d09a7688daff92284add2c4525fdf555e61283f13c7433b8727e73,no_match,Chad York,wbarnes@example.com,wbarnes@example.com,9298316873,4063 Mark Prairie Apt. 929,South Tinaton,NJ,96639,null,"[{""customer_id"":""79946"",""system_id"":""TBA_LeadPerfection""}]",1,2025-04-11 16:55:10,2025-04-11 16:55:10,2025-04-12 09:00:00,2025-04-12 09:00:00,null,null,null,1,1,0,1,null,null,null,null,null,null,null,null,null,"[""Pitch Miss: Price""]","[""51865""]","[""337""]","[""Pitch Miss: Price""]","[""51865""]",null,null,null,null,null,null,null,null,null,null,null,null
3592666,LG_Centah,2709,LG,84,LeafGuard,Connecticut,North East,2021,Events,HomeShow,-8.08659E+18,fffd04c856d10be4dcf66ce5f2b59bd24b7b09863979e0d4c6de2cdd2ce17ab2,no_match,Amanda Schmidt,spacheco@example.org,spacheco@example.org,0632543107,79907 Ingram Well Suite 257,Port Courtneyfurt,MH,91039,USA,"[{""customer_id"":""3592666"",""system_id"":""LG_Centah""}]",1,2024-03-09 15:16:54,2024-03-09 15:16:54,2024-03-11 15:34:16,2024-03-11 15:34:16,null,null,null,1,1,2,1,null,null,null,null,null,null,null,null,null,"[""Quoted""]","[""3592666""]","[""32001""]","[""Quoted""]","[""3592666""]",null,null,null,null,null,null,null,null,null,null,null,null
d87692bb-9c87-ef11-ac21-6045bd075c21,Champion_CE,42f4e0fa-5d0f-ed11-82e5-000d3a319a8e,CHMP,Windows,null,null,null,null,Lead Aggregator,Social Media,6.89349E+18,fffcfc9e26a28bea53a45162c9b31c32ee6d831c173de6b937f9579404868d62,no_match,Andrew Simmons,helen98@example.net,helen98@example.net,0850165790,2818 Devon Isle Apt. 817,Port Julie,IN,42504,USA,"[{""customer_id"":""5bbd6cb4-9c87-ef11-ac21-000d3a5bd782"",""system_id"":""Champion_CE""}]",1,2024-10-11 06:47:51,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
692cc902-82eb-ee11-a203-000d3a3549cc,Champion_CE,4fe79fd8-a686-e911-a974-000d3a597bf5,CHMP,e45e111f-b590-e811-8137-3863bb35bfb8,Champion,Johnson City,East,Legacy,Social Media,Social Media,-5.42296E+18,fffcfa8694053b83274245f602b71fc81adbc2fe0e81518c0bda98adca795d6d,no_match,Derek Frazier,brian55@example.com,brian55@example.com,8847951371,2411 Joshua Square,South Edward,IL,68748,USA,"[{""customer_id"":""107ccefc-81eb-ee11-a203-000d3a3549cc"",""system_id"":""Champion_CE""}]",1,2024-03-26 15:03:33,2024-03-26 15:03:33,2024-04-17 12:00:00,null,null,null,null,1,1,21,null,null,null,null,null,null,null,null,null,null,"[""Canceled""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
951444,UWD_LeadPerfection,STL,UWD,Windows,Universal Windows Direct,Saint Louis,None,Legacy,Internet,Search,5.28566E+18,fffcf51ee2640fb455b7ddf42cc3d236cf6aa3356937070144e3367cfaea0747,exact,Alison Butler,thomasfisher@example.net,thomasfisher@example.net,8569557988,4924 Kristina Forks Suite 540,West Justin,GA,81586,null,"[{""customer_id"":""f33ab01a-7121-ef11-840a-000d3a5d3aee"",""system_id"":""Champion_CE""},{""customer_id"":""821221"",""system_id"":""UWD_LeadPerfection""}]",2,2024-03-10 08:47:43,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
975380,UWD_LeadPerfection,STL,UWD,Windows,Universal Windows Direct,Saint Louis,None,Legacy,Social Media,Prospecting,5.28566E+18,fffcf51ee2640fb455b7ddf42cc3d236cf6aa3356937070144e3367cfaea0747,exact,Michelle Mitchell,maryschwartz@example.net,maryschwartz@example.net,9274523805,57828 Martinez Burg Suite 727,Ericside,NY,43922,null,"[{""customer_id"":""f33ab01a-7121-ef11-840a-000d3a5d3aee"",""system_id"":""Champion_CE""},{""customer_id"":""821221"",""system_id"":""UWD_LeadPerfection""}]",2,2024-06-02 05:51:45,2024-06-03 12:53:49,2024-06-05 13:00:00,null,null,null,null,1,1,2,null,null,null,null,null,null,null,null,null,null,"[""Not Home: Unable to Contact""]","[""672059""]","[""2456""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
3e5a3d1a-7121-ef11-840a-6045bd0903c2,Champion_CE,42f4e0fa-5d0f-ed11-82e5-000d3a319a8e,CHMP,Window replacement,null,null,null,null,Lead Aggregator,Leads.io,5.28566E+18,fffcf51ee2640fb455b7ddf42cc3d236cf6aa3356937070144e3367cfaea0747,exact,Elizabeth Kemp,laurenchandler@example.com,laurenchandler@example.com,8140693751,93983 Gonzalez Corner Suite 186,South Louis,PA,67551,USA,"[{""customer_id"":""f33ab01a-7121-ef11-840a-000d3a5d3aee"",""system_id"":""Champion_CE""},{""customer_id"":""821221"",""system_id"":""UWD_LeadPerfection""}]",2,2024-06-03 06:18:40,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
fec7f7d6-d3c8-ed11-b597-000d3a354978,Champion_CE,cc085e27-8b5b-e911-a964-000d3a597152,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Indianapolis,Mid West,Legacy,Partnership,Partnership,-4.59933E+18,fffcf19a8ae8cb4396aa7ebb2b1442352632a3935bad92f73e11663a10329899,no_match,Susan Ward,jenniferpatterson@example.com,jenniferpatterson@example.com,7813767426,99123 Wells Ways Suite 196,North Robertview,MT,23424,USA,"[{""customer_id"":""45b7fad0-d3c8-ed11-b597-000d3a354978"",""system_id"":""Champion_CE""}]",1,2023-03-22 17:06:15,2023-03-22 17:06:15,2023-03-27 14:00:00,2023-03-27 14:00:00,null,null,null,1,1,4,1,null,null,null,null,null,null,null,null,null,"[""Sit""]",[],[],"[""Sit""]",[],null,null,null,null,null,null,null,null,null,null,null,null
2963244,LG_Centah,243,LG,84,LeafGuard,Tri State,North East,Legacy,Other,Other,7.83147E+18,fffcecc7b0590d3fc273f66af67166de40e85ee7e8bb93adc5b7b9e1e3d9759f,no_match,Michelle Fischer,jamescollier@example.com,jamescollier@example.com,4787300244,46273 David Harbor Suite 195,Cunninghamview,SC,90404,USA,"[{""customer_id"":""2963244"",""system_id"":""LG_Centah""}]",1,2021-10-15 08:53:45,2021-10-15 08:53:45,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""2963244""]","[""24038""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
3040496,LG_Centah,2709,LG,84,LeafGuard,Connecticut,North East,2021,Social Media,Social,4.01483E+18,fffcec3d8ed32764bfe2895959399baac4dd1e795c4c8ff9beb51203f003a9ff,no_match,Michael Wilson,brucefrancisco@example.org,brucefrancisco@example.org,5204565044,321 Amy Well,Margaretport,KY,90343,USA,"[{""customer_id"":""3040496"",""system_id"":""LG_Centah""}]",1,2022-03-27 08:42:38,2022-03-27 08:42:38,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Quoted""]","[""3040496""]","[""20378""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
266436,UWD_LeadPerfection,NC,UWD,null,Universal Windows Direct,Charlotte,None,2022,Events,Southern Xmas Show,1.79109E+18,fffce5abbd8dabdfdab2cafd3425e495727830aa9d6c27ad75baadf38210102a,no_match,Heidi Ferguson,madeline02@example.net,madeline02@example.net,2132833898,7112 Timothy Inlet,Donmouth,FM,78836,null,"[{""customer_id"":""234359"",""system_id"":""UWD_LeadPerfection""}]",1,2018-11-21 09:30:24,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ea37c3b7-f3f1-ec11-bb3d-000d3a333f9c,Champion_CE,b893f598-0e72-471a-bd8d-9130641ff105,CHMP,New Windows - 3-5,null,null,null,null,Lead Aggregator,Home Advisor,-3.93548E+18,fffce59295a60db8698cda57944ed2545ce2b31051220f963b92290c2d6696c1,exact,Tracy Jackson,anthony13@example.org,anthony13@example.org,2161107603,89071 Williams Hollow,Port Colinville,PW,79379,USA,"[{""customer_id"":""95e464b5-f3f1-ec11-bb3d-000d3a33311a"",""system_id"":""Champion_CE""},{""customer_id"":""3040806"",""system_id"":""LG_Centah""}]",2,2022-06-22 06:22:46,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3040806,LG_Centah,2687,LG,84,LeafGuard,Saint Louis,West,2018,Other,Other,-3.93548E+18,fffce59295a60db8698cda57944ed2545ce2b31051220f963b92290c2d6696c1,exact,Steven Lopez,anthony24@example.net,anthony24@example.net,8911908334,013 Richardson Radial,South Emily,CT,24205,USA,"[{""customer_id"":""95e464b5-f3f1-ec11-bb3d-000d3a33311a"",""system_id"":""Champion_CE""},{""customer_id"":""3040806"",""system_id"":""LG_Centah""}]",2,2022-03-27 23:02:46,2022-03-27 23:02:46,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""3040806""]","[""24038""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
81b4b74b-ed64-eb11-bb23-000d3a31e8ed,Champion_CE,25e79fd8-a686-e911-a974-000d3a597bf5,CHMP,de5e111f-b590-e811-8137-3863bb35bfb8,Champion,Albuquerque,South West,Legacy,Partnership,Partnership,8.65639E+18,fffce3ebd9a1568797a1bc9546abe4afd9a738f7af981bc3a44fcfebb487785a,no_match,Vicki Coleman,rickjuarez@example.com,rickjuarez@example.com,5480157164,473 Roberts Walk Suite 317,Harryfort,TX,14286,USA,"[{""customer_id"":""3db4b74b-ed64-eb11-bb23-000d3a31e8ed"",""system_id"":""Champion_CE""}]",1,2021-02-02 00:26:39,2021-02-02 00:26:39,2021-02-04 18:00:00,null,null,null,null,1,1,2,null,null,null,null,null,null,null,null,null,null,"[""Canceled""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
a0fal000004bE03AAE,YHIC_i360,Bloomington,YHIC,Windows,Your Home Improvement Company,Bloomington,East,null,Other,Legacy,-1.255E+18,fffce2e2938d666262e2403f262146a67a6f61453d41eabacb73337786ff2085,no_match,Joseph Rhodes,thomasrichard@example.net,thomasrichard@example.net,1535396136,9946 Alvarez Rapids Suite 784,Port Shawn,DE,33359,USA,"[{""customer_id"":""001al00001jQRcYAAW"",""system_id"":""YHIC_i360""}]",1,2025-07-07 00:00:00,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
339176,UWD_LeadPerfection,CLE,UWD,Gutter Top,Universal Windows Direct,Cleveland,None,Legacy,Events,CLE: IX Great Big H&G,3.26139E+18,fffcd396a287b9c3471ceda2cb07c2cdf8e3caa30c7d53a58645dcad04c759e1,no_match,David Dunlap Jr.,greertyrone@example.org,greertyrone@example.org,4991187734,8485 Stephanie Bypass Suite 167,Melissamouth,NH,05217,null,"[{""customer_id"":""267697"",""system_id"":""UWD_LeadPerfection""}]",1,2019-05-22 16:54:12,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
303699,UWD_LeadPerfection,CLE,UWD,null,Universal Windows Direct,Cleveland,None,Legacy,Events,CLE: IX Great Big H&G,3.26139E+18,fffcd396a287b9c3471ceda2cb07c2cdf8e3caa30c7d53a58645dcad04c759e1,no_match,Justin Dalton,nicole27@example.com,nicole27@example.com,9788977828,4796 Miranda Haven,Bryanshire,AZ,17304,null,"[{""customer_id"":""267697"",""system_id"":""UWD_LeadPerfection""}]",1,2019-02-12 08:47:27,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
eb2690a3-0ccd-ee11-907a-000d3a35453a,Champion_CE,aa4a5700-a786-e911-a968-000d3a59746e,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Tulsa,South West,Legacy,TV,TV,-7.76202E+18,fffcd29a74a77c07c618b4159d0efcb74d3d77c97983d5c51d9dde332a6b77ad,no_match,Hannah Harmon,hubbardcolleen@example.com,hubbardcolleen@example.com,5033349114,2085 Steven Way,Bradleychester,KY,03175,USA,"[{""customer_id"":""9f73959d-0ccd-ee11-907a-000d3a35453a"",""system_id"":""Champion_CE""}]",1,2024-02-16 20:47:54,2024-02-16 20:47:54,2024-02-21 14:00:00,2024-02-21 14:00:00,2024-02-27 20:41:44,null,2024-03-20 09:00:00,1,1,4,1,1,4928,null,0,null,null,null,1,4928,"[""Won""]",[],[],"[""Won""]",[],"[""270d949c-b0d5-ee11-9079-0022480490fe""]","[""Isaac Cook""]","[""1""]",[],null,null,null,null,[],"[""270d949c-b0d5-ee11-9079-0022480490fe""]",[],[]
a0fal000004boSOAAY,YHIC_i360,La Crosse,YHIC,Bath Remodel,Your Home Improvement Company,La Crosse,East,null,Lead Aggregator,Home Advisor,-4.21115E+18,fffcc57a98ca7da1eedde40a4b8ddbea55decea3c7cdfef370525119c39c6de4,no_match,Leah Odom,uhudson@example.net,uhudson@example.net,3578529456,1834 Williams Ports,Ballardland,VT,76285,USA,"[{""customer_id"":""001al00001jO8KCAA0"",""system_id"":""YHIC_i360""}]",1,2024-04-04 00:00:00,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4108553,LG_Centah,2687,LG,84,LeafGuard,Saint Louis,West,2018,Affiliate,Three Ships,6.32994E+18,fffcc47be05a0f7a6608f6078614cc8dcdcb31eb81ce535ca4b8f49fb945602e,no_match,George Jones,wsimmons@example.org,wsimmons@example.org,8536649878,82973 Adams Route,Michaelton,NC,26800,USA,"[{""customer_id"":""4108553"",""system_id"":""LG_Centah""}]",1,2025-06-10 10:05:50,2025-06-10 10:05:50,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""4108553""]","[""30536""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
2898080,LG_Centah,2702,LG,84,LeafGuard,Houston,South,2020,Lead Aggregator,Modernize,-9.0967E+17,fffcc431f4e97b24089ef9a4adf1b6f1d17ec54410f4491af99309d914fd052c,no_match,Charles Hernandez,megan65@example.org,megan65@example.org,2493631230,7786 Lucas Camp,East Joseph,AK,34369,USA,"[{""customer_id"":""2898080"",""system_id"":""LG_Centah""}]",1,2021-08-02 13:38:19,2021-08-02 13:47:28,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Canceled After Acknowledged""]","[""2898080""]","[""24038""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
d4a25483-e556-ef11-a316-000d3a364644,Champion_CE,42f4e0fa-5d0f-ed11-82e5-000d3a319a8e,CHMP,Exterior door replacement,null,null,null,null,Lead Aggregator,CrowdSteer Doors,3.30865E+18,fffcbf7baf5c55717c84729a66ba6fc87730ed2c7fbfe6c0e448d49d5ccd5da8,no_match,Diana Pierce,stuarttodd@example.org,stuarttodd@example.org,4165162319,984 Wilkerson Freeway,Port Lindsaymouth,MP,77089,USA,"[{""customer_id"":""d204a37f-e556-ef11-a316-6045bd076a11"",""system_id"":""Champion_CE""}]",1,2024-08-10 06:55:23,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4082520,LG_Centah,241,LG,84,LeafGuard,Pittsburgh,North East,Legacy,Lead Aggregator,Modernize,-1.92412E+18,fffcbf3c2bafe8bba2d5d4a5b62176d3171dd3d88a24f98093c22d11d5d1e611,exact,Renee Manning,grobinson@example.org,grobinson@example.org,9078515867,2575 Smith Rest,Port Joditon,UT,88528,USA,"[{""customer_id"":""3666250"",""system_id"":""LG_Centah""},{""customer_id"":""4082520"",""system_id"":""LG_Centah""}]",2,2025-05-21 16:31:56,2025-05-21 16:31:56,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""4082520""]","[""30536""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
3666250,LG_Centah,2461,LG,84,LeafGuard,Columbus/Dayton,Central,Legacy,Lead Aggregator,Modernize,-1.92412E+18,fffcbf3c2bafe8bba2d5d4a5b62176d3171dd3d88a24f98093c22d11d5d1e611,exact,Juan Parker,rebecca18@example.org,rebecca18@example.org,4134327560,77656 Madison Square Suite 815,Guzmanside,WA,43331,USA,"[{""customer_id"":""3666250"",""system_id"":""LG_Centah""},{""customer_id"":""4082520"",""system_id"":""LG_Centah""}]",2,2024-05-19 23:36:05,2024-05-19 23:36:05,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""3666250""]","[""30536""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
1be80406-9e84-eb11-a812-0022480a0f4f,Champion_CE,27e79fd8-a686-e911-a974-000d3a597bf5,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Atlanta,South East,Legacy,NEWS-AJCFP10/14,NEWS-AJCFP10/14,7.51568E+18,fffcba214dabfb80f7c936093e9fc69cfde237442b4d74e564d91b9b8c8c53de,no_match,Alexander Williams,crystalgibbs@example.org,crystalgibbs@example.org,9112382965,2429 Marsh Flat Apt. 652,Waltershire,IN,03218,USA,"[{""customer_id"":""f569f557-9351-eb11-a813-000d3a347b72"",""system_id"":""Champion_CE""}]",1,2021-03-14 08:19:43,2014-10-13 00:00:00,2014-10-16 00:00:00,null,2021-03-31 21:18:10,2014-10-16 00:00:00,null,1,1,3,null,1,19368,null,0,null,1,19368,1,19368,"[""Early Prospect""]",[],[],null,null,"[""cc06bb94-6692-eb11-b1ac-00224809bdb2""]","[""Jose Vera""]",[],[],[],"[""cc06bb94-6692-eb11-b1ac-00224809bdb2""]",[],[],[],"[""cc06bb94-6692-eb11-b1ac-00224809bdb2""]",[],[]
e2db035c-ea51-eb11-a813-000d3a31e89e,Champion_CE,27e79fd8-a686-e911-a974-000d3a597bf5,CHMP,de5e111f-b590-e811-8137-3863bb35bfb8,Champion,Atlanta,South East,Legacy,PM-18,PM-18,7.51568E+18,fffcba214dabfb80f7c936093e9fc69cfde237442b4d74e564d91b9b8c8c53de,no_match,Tammy Holland,rebeccamccann@example.org,rebeccamccann@example.org,9694215291,867 Wilson Station,East Sophia,GU,35392,USA,"[{""customer_id"":""f569f557-9351-eb11-a813-000d3a347b72"",""system_id"":""Champion_CE""}]",1,2021-01-08 19:47:44,2020-05-04 00:00:00,2020-05-30 14:00:00,null,null,null,null,1,1,26,null,null,null,null,null,null,null,null,null,null,"[""No Show""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
3032577,LG_Centah,2568,LG,84,LeafGuard,Louisville,East,Legacy,Other,Other,4.91264E+18,fffcb7aef36a55bd6b5ec3e558653721f40dc2ad5c8aaf89f339381df1c14c1e,no_match,Johnny Anderson,carolcarney@example.com,carolcarney@example.com,0443973597,72563 Erickson Street,Charlesside,AR,07331,USA,"[{""customer_id"":""3032577"",""system_id"":""LG_Centah""}]",1,2022-03-13 20:43:33,2022-03-13 20:43:33,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""3032577""]","[""24038""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
3135349,LG_Centah,2684,LG,84,LeafGuard,Oregon,West,2018,Canvassing,Canvassing,-7.53156E+18,fffca13ca6f3d876821e3495e120a5cd3891288646479813e539781ec6bd1109,exact,David Odonnell,smithwilliam@example.com,smithwilliam@example.com,0924287572,8624 Lawrence Crossroad,Savageview,WA,47764,USA,"[{""customer_id"":""3243150"",""system_id"":""LG_Centah""},{""customer_id"":""3135349"",""system_id"":""LG_Centah""}]",2,2022-08-18 20:49:56,2022-08-18 20:49:56,null,null,2022-08-19 00:00:00,2022-08-30 12:32:39,null,1,1,null,null,1,9980,null,0,null,1,9980,null,null,"[""Canceled After Sale""]","[""3135349""]","[""30766""]",null,null,"[""3135349""]","[""22867""]","[""84""]",[],"[""customer called in to cancel. NO ONE told us.""]","[""3135349""]",[],"[""84""]",null,null,null,null
3243150,LG_Centah,2701,LG,84,LeafGuard,Dallas,South,2020,Affiliate,Three Ships,-7.53156E+18,fffca13ca6f3d876821e3495e120a5cd3891288646479813e539781ec6bd1109,exact,Diane Mcdowell,zachary62@example.com,zachary62@example.com,7032032074,761 Williams Knolls,Ellisville,PR,94841,USA,"[{""customer_id"":""3243150"",""system_id"":""LG_Centah""},{""customer_id"":""3135349"",""system_id"":""LG_Centah""}]",2,2023-03-01 11:02:54,2023-03-01 11:02:54,null,null,2023-03-02 00:00:00,null,2023-03-07 15:23:54,1,1,null,null,1,15514,15514,0,null,null,null,1,15514,"[""Completed""]","[""3243150""]","[""25850""]",null,null,"[""3243150""]","[""32316""]","[""84""]","[""7732""]",null,null,null,null,"[""3243150""]","[""3243150""]","[""84""]","[""21316""]"
17073,TBA_LeadPerfection,NC,TBA,Tub,The Bath Authority,Charlotte,None,2023,Social Media,Estimate Request,-6.14858E+18,fffc9efbf9864bcbaede10b27b49b8d5c501f3af1e5b60d97f82c4ad33f4510c,no_match,Becky Davis,henry28@example.com,henry28@example.com,9261371504,5915 Anthony Mount,Gibsonview,PA,86747,null,"[{""customer_id"":""17911"",""system_id"":""TBA_LeadPerfection""}]",1,2023-07-18 11:51:55,2023-07-20 09:10:09,2023-07-24 19:00:00,2023-07-24 19:00:00,null,null,null,1,1,4,1,null,null,null,null,null,null,null,null,null,"[""Pitch Miss: 1Legger""]","[""14223""]","[""364""]","[""Pitch Miss: 1Legger""]","[""14223""]",null,null,null,null,null,null,null,null,null,null,null,null
9631159e-5176-f011-b4cc-00224804c200,Champion_CE,27e79fd8-a686-e911-a974-000d3a597bf5,CHMP,e45e111f-b590-e811-8137-3863bb35bfb8,Champion,Atlanta,South East,Legacy,Referrals,Previous Customer,-3.03188E+18,fffc9c213dc61b6342d6d568ae8dbcde352dd2701c5df6c75e54515b9e0c257d,no_match,Wayne Douglas,unguyen@example.net,unguyen@example.net,4501896164,61032 Chan Haven,North Kenneth,AS,57171,USA,"[{""customer_id"":""702120f9-11f6-ef11-be21-0022480402e6"",""system_id"":""Champion_CE""}]",1,2025-08-11 01:22:23,2025-08-11 01:22:23,2025-08-15 18:00:00,null,null,null,null,1,1,4,null,null,null,null,null,null,null,null,null,null,"[""Merged Record""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
ff058046-1773-f011-b4cc-6045bd003980,Champion_CE,27e79fd8-a686-e911-a974-000d3a597bf5,CHMP,e45e111f-b590-e811-8137-3863bb35bfb8,Champion,Atlanta,South East,Legacy,Referrals,Previous Customer,-3.03188E+18,fffc9c213dc61b6342d6d568ae8dbcde352dd2701c5df6c75e54515b9e0c257d,no_match,Tammy Mckee,michaeldavis@example.com,michaeldavis@example.com,4996165926,08573 Sarah Pine Apt. 476,Port Timberg,DC,90195,USA,"[{""customer_id"":""702120f9-11f6-ef11-be21-0022480402e6"",""system_id"":""Champion_CE""}]",1,2025-08-06 22:47:14,2025-08-06 22:47:14,2025-08-21 11:00:00,2025-08-21 11:00:00,null,null,null,1,1,14,1,null,null,null,null,null,null,null,null,null,"[""Sit""]",[],[],"[""Sit""]",[],null,null,null,null,null,null,null,null,null,null,null,null
f92320f9-11f6-ef11-be21-0022480402e6,Champion_CE,27e79fd8-a686-e911-a974-000d3a597bf5,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Atlanta,South East,Legacy,Partnership,Partnership,-3.03188E+18,fffc9c213dc61b6342d6d568ae8dbcde352dd2701c5df6c75e54515b9e0c257d,no_match,Sarah Mills,ashley81@example.org,ashley81@example.org,9454918017,60164 Matthews Motorway,Hansonview,MA,25036,USA,"[{""customer_id"":""702120f9-11f6-ef11-be21-0022480402e6"",""system_id"":""Champion_CE""}]",1,2025-02-28 20:24:22,2025-02-28 20:24:22,2025-03-05 11:00:00,null,null,null,null,1,1,4,null,null,null,null,null,null,null,null,null,null,"[""Canceled""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
8c521dc0-9a1e-eb11-a813-000d3a31ee79,Champion_CE,33e79fd8-a686-e911-a974-000d3a597bf5,CHMP,2cccded7-b590-e811-813e-3863bb348810,Champion,Fort Collins,West,Legacy,OL-GOOGLE17,OL-GOOGLE17,-2.5104E+18,fffc9194a3b8550c9fb86588bdb77ca0106410490e942120bb1c3c1d97770fbb,no_match,Blake Hendrix,monica16@example.net,monica16@example.net,7769749956,22031 Heather Field Apt. 372,South Megan,PR,71094,USA,"[{""customer_id"":""53d33c91-321a-eb11-a813-000d3a5ceaf8"",""system_id"":""Champion_CE""}]",1,2020-11-04 12:39:19,2017-05-09 00:00:00,2017-05-22 18:00:00,null,null,null,null,1,1,13,null,null,null,null,null,null,null,null,null,null,"[""Canceled""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
0Y0ZZ0krDLGEjdS641RDn,Apex_LOUPE,0I0AA0mPqeqNr4URKz75k,APEX,Windows,Apex,Minneapolis,None,2024,Canvassing,Internal Canvassing,3.57753E+18,fffc9125ed5941ef43c4b3478c7250d6f36bcc3f4d551d695b93115634cb334a,no_match,Eric Ford,hhenderson@example.org,hhenderson@example.org,7079334960,16679 Johnson Locks Suite 899,Hallton,NC,02993,USA,"[{""customer_id"":""0C0AA0qnY1v1gJ5UayARn"",""system_id"":""Apex_LOUPE""}]",1,2017-08-17 07:12:37,2018-11-03 21:12:31,2018-11-03 21:12:33,null,null,null,null,1,1,0,null,null,null,null,null,null,null,null,null,null,[],"[""050AA02mL7W7829Sp7E0n""]","[""0c0ZZ0zlOBZ7gpwFqVwqk""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
